Band,Album,Genres,Score
Aborted,TerrorVision Review,"Death Metal, Grind",3.0
Dalkhu,Lamentation and Ardent Fire Review,"Black Metal, Death Metal",3.0
Malthusian,Across Deaths Review,Death Metal,3.0
Witch King,Voice of the Ossuary Review,"Black Metal, Death Metal",3.0
Irreversible Mechanism,Immersion Review,"Death Metal, Technical Death Metal",3.0
Druglord,New Day Dying Review,,3.0
Circles,The Last One Review,"Djent, Progressive Metal, Progressive Rock",3.0
Cauldron,New Gods Review,Heavy Metal,3.0
Pig Destroyer,Head Cage Review,,3.0
KEN mode,Loved Review,"Hardcore, Noise, Rock, Sludge",3.0
Hellish,The Spectre of Lonely Souls Review,Thrash Metal,3.0
Sear Bliss,Letters from the Edge Review,Black Metal,3.0
Semantic Saturation,Paradigms Review,"Progressive Metal, Progressive Rock",3.0
Innumerable Forms,Punishment in Flesh Review,"Death Metal, Doom Metal",3.0
Forming the Void,Rift Review,Doom Metal,3.0
Black Tusk,T.C.B.T. Review,"Hardcore, Sludge",3.0
Witchfyre,Grimorium Verum Review,"Heavy Metal, NWOBHM",3.0
Arkuum,Die Letzte Agonie Review,"Black Metal, Doom Metal",3.0
Opus of a Machine,Stray Fire Review,"Progressive Rock, Shoegaze",3.0
Haunt,Burst into Flame Review,Heavy Metal,3.0
The Eternal,Waiting for the Endless Dawn Review,"Doom Metal, Gothic Metal",3.0
Aethereus,Absentia Review,Technical Death Metal,3.0
Invocation Spells,Spread Cruelty in the Abyss Review,"Black Metal, Thrash Metal",3.0
Vardan,Unholy Lightless Summer Review,Black Metal,3.0
Shed the Skin,We of Scorn Review,"Death Metal, Melodic Death Metal",3.0
Phantom,Death Epic Review,"Black Metal, Doom Metal",3.0
Khanus,Flammarion Review,"Black Metal, Death Metal, Doom Metal",3.0
Finnr’s Cane,Elegy Review,"Atmospheric Black Metal, Doom Metal",3.0
Ultra-Violence,Operation Misdirection Review,Thrash Metal,3.0
Infernal Execrator,Obsolete Ordinance Review,"Black Metal, Death Metal",3.0
Atavisma,The Chthonic Rituals Review,"Death Metal, Doom Metal, Sludge Metal",3.0
Degrave,Degrave Review,Thrash Metal,3.0
Carriage,Visions Review,Heavy Metal,3.0
Sahon,Chanting for the Fallen Review,Thrash Metal,3.0
Lucifer,Lucifer II Review,Occult Rock,3.0
Skeletonwitch,Devouring Radiant Light Review,Black Metal,3.0
Secret Cutter,Quantum Eraser Review,Sludge,3.0
Null’O’Zero,Instructions to Dominate Review,,3.0
Throneum,The Tight Deathrope Act over Rubicon Review,"Black Metal, Death Metal",3.0
Hatchet,Dying to Exist Review,"Heavy Metal, Melodic Metal, Thrash Metal",3.0
Armory,The Search Review,Speed Metal,3.0
Corrective Measures: Angry Metal Guy’s Stack o’ Shame Edition,,chiptunes,3.0
Jollymon,Void Walker Review,"Hard Rock, Stoner Metal",3.0
Obsolete Theory,Mudness Review,"Blackened Death Metal, Death Doom",3.0
Cor Scorpii,Ruin Review,Melodic Black Metal,3.0
Stormwitch,Bound to the Witch Review,"Heavy Metal, NWOBHM",3.0
Unborn Generation,Vøid Review,Crust Punk,3.0
Begat the Nephilim,Begat the Nephilim I: The Surreptitious Prophecy/Mother of the Blasphemy Review,Death Metal,3.0
Down Among the Dead Men,…And You Will Obey Me Review,Death Metal,3.0
Délétère,De Horae Leprae Review,Black Metal,3.0
Dreadful Fate,Vengeance Review,Thrash Metal,3.0
Ritual Necromancy,Disinterred Horror Review,Death Metal,3.0
Crying Steel,Stay Steel Review,Heavy Metal,3.0
Spurv,Myra Review,Instrumental Metal,3.0
Thorium,Blasphemy Awakes Review,"Death Metal, Melodic Death Metal",3.0
Tomb Mold,Manor of Infinite Forms Review,Death Metal,3.0
Zeal and Ardor,Stranger Fruit Review,"Black Metal, Blues",3.0
Infrared,Saviours Review,Thrash Metal,3.0
Witch Mountain,Witch Mountain Review,"Black Metal, Doom Metal",3.0
Witchsorrow,Hexenhammer Review,Doom Metal,3.0
Wilt,Ruin Review,Black Metal,3.0
Grayceon,IV Review,"Djent, Progressive Metal",3.0
Airborn,Lizard Secrets: Part One – Land of the Living Review,Power Metal,3.0
Zarraza,Necroshiva Review,"Death Metal, Groove Metal, Thrash Metal",3.0
At The Gates,To Drink From The Night Itself Review,Death Metal,3.0
Hegemone,We Disappear Review,Post-Metal,3.0
Nekrokraft,Servants Review,"Black Metal, Death Metal, Thrash Metal",3.0
Skinless,Savagery Review,Death Metal,3.0
From Beyond,The Band From Beyond Review,"Doom Metal, Stoner Rock",3.0
Burden of Grief,Eye of the Storm Review,"Melodic Death Metal, Metalcore",3.0
Riot V,Armor of Light Review,Heavy Metal,3.0
Wormlight,Wrath of the Wilds Review,Black Metal,3.0
Dimmu Borgir,Eonian Review,,3.0
Grá,Väsen Review,Black Metal,3.0
Cardiac Arrest,A Parallel Dimension of Despair Review,"Death Metal, Grind",3.0
A Perfect Circle,Eat the Elephant Review,Hard Rock,3.0
Aura Noir,Aura Noire Review,"Black Metal, Thrash Metal",3.0
Seven Sisters,The Cauldron and the Cross Review,Heavy Metal,3.0
Just Before Dawn,Tides of Blood Review,Death Metal,3.0
Ingested,The Level Above Human Review,"Deathcore, Slam",3.0
Ruff Majik,Seasons Review,"Doom Metal, Psychedelic Rock, Stoner Metal",3.0
Our Place of Worship is Silence,With Inexorable Suffering Review,"Black Metal, Death Metal",3.0
Graveshadow,Ambition’s Price Review,"Heavy Metal, Melodic Death Metal, Symphonic Metal",3.0
Septic Tank,Rotting Civilisation Review,"Hardcore, Thrash Metal",3.0
Kaos Reign,Epiphany Review,"Groove Metal, Thrash Metal",3.0
Coldbones,Where It All Began Review,"Instrumental Metal, Progressive Metal",3.0
Blood of the Wolf,II: Campaign of Extermination Review,"Black Metal, Death Metal",3.0
Inisans,Transition Review,Death Metal,3.0
The Grotesquery,The Lupine Anathema Review,Death Metal,3.0
Eagle Twin,The Thundering Heard (Songs of Hoof and Horn) Review,"Doom Metal, Sludge, Stoner Metal",3.0
Headless Crown,Century of Decay Review,Heavy Metal,3.0
Winterfylleth,The Hallowing of Heirdom Review,Black Metal,3.0
Monotheist,Scourge Review,"Death Metal, Technical Death Metal",3.0
Kamelot,The Shadow Theory Review,"Power Metal, Progressive Metal",3.0
Eldritch,Cracksleep Review,"Power Metal, Progressive Metal",3.0
Cân Bardd,Nature Stays Silent Review,Atmospheric Black Metal,3.0
GosT,Possessor Review,"Experimental Metal, Synthwave",3.0
Desdemonia,Anguish Review,Melodic Death Metal,3.0
Besvärjelsen,Vallmo Review,"Doom Metal, Occult Rock",3.0
Ungfell,"Mythen, Mären, Pestilenz Review","Black Metal, Folk Metal",3.0
Borealis,The Offering Review,Power Metal,3.0
Distances,Diableries Review,"Death Metal, Post-Metal, Sludge",3.0
North Hammer,Stormcaller Review,"Folk Metal, Melodic Black Metal, Power Metal",3.0
Last Days of Eden,Chrysalis Review,,3.0
Them Moose Rush,Don’t Pick Your Noise Review,Progressive Metal,3.0
Gravehill,"The Unchaste, the Profane, & the Wicked Review","Black Metal, Death Metal, Thrash Metal",3.0
Pestilent Reign,Pyres Review,Death Metal,3.0
Susperia,The Lyricist Review,"Black Metal, Thrash Metal",3.0
Morbosidad,Corona De Epidemia Review,"Black Metal, Death Metal",3.0
Veiled,Black Celestial Orbs Review,Black Metal,3.0
Rivers of Nihil,Where Owls Know My Name Review,"Death Metal, Deathcore",3.0
Mile Marker Zero,The Fifth Row Review,Progressive Rock,3.0
Pestilence,Hadeon Review,Death Metal,3.0
Vile Creature,Cast of Static and Smoke Review,"Black Metal, Doom Metal, Sludge",3.0
Conjurer,Mire Review,"Death Metal, Doom Metal, Progressive Metal",3.0
Schwarzer Engel,Kult der Krähe Review,"Gothic Metal, Symphonic Metal",3.0
Eye of Solitude/Marche Funèbre,Collapse/Darkness [split] Review,Doom Metal,3.0
Candle,The Keeper’s Curse Review,Heavy Metal,3.0
My Silent Wake,There Was Death Review,"Death Metal, Doom Metal, Gothic Metal",3.0
Erdve,Vaitojimas Review,"Black Metal, Post-Metal, Sludge Metal",3.0
Oblivious,När Isarna Sjunger Review,"Hard Rock, Stoner Rock",3.0
Harakiri for the Sky,Arson Review,Black Metal,3.0
Voodoo Circle,Raised on Rock Review,Heavy Metal,3.0
Holophonics,Fast Forward Review,Alt-Metal,3.0
Howlin’ Sun,Howlin’ Sun Review,"Blues, Hard Rock, Psychedelic Rock",3.0
Fu Manchu,Clone of the Universe Review,Stoner Metal,3.0
Long Distance Calling,Boundless Review,"Instrumental Metal, Post-Metal",3.0
The Dead Centuries,Race Against Time Review,Progressive Metal,3.0
Victorius,Dinosaur Warfare – Legend of the Power Saurus EP Review,Power Metal,3.0
Knife the Glitter,Knife the Glitter Review,Progressive Metal,3.0
Perpetratör,Altered Beast Review,Thrash Metal,3.0
Abysmal Grief,Blasphema Secta Review,Doom Metal,3.0
Saxon,Thunderbolt Review,Heavy Metal,3.0
Black Space Riders,Amoretum Vol. 1 Review,Psychedelic Rock,3.0
Rebellion,A Tragedy in Steel Part II: Shakespeare’s King Lear Review,Heavy Metal,3.0
Rotheads,Sewer Fiends Review,"Death Metal, Doom Metal",3.0
Mammoth Grinder,Cosmic Crypt Review,"Death Metal, Hardcore",3.0
Evil Warriors,Fall From Reality Review,Black Metal,3.0
Dark Hound,Dawning Review,"Hard Rock, Heavy Metal",3.0
Yhdarl,Loss Review,"Black Metal, Drone",3.0
Entheogen,"Without Veil, Nor Self Review",Black Metal,3.0
﻿Magick Touch,"Blades, Chains, Whips & Fire Review","Hard Rock, Heavy Metal",3.0
Corrosion of Conformity,No Cross No Crown Review,"Doom Metal, Hard Rock, Heavy Metal",3.0
White Wizzard,Infernal Overdrive Review,Heavy Metal,3.0
Æsthetica,Sonorous Æon Review,"Doom Metal, Post-Metal, Sludge Metal",3.0
Scars of Armageddon,Dead End Review,Power Metal,3.0
Interstelar,Resin Review,Stoner Rock,3.0
Deathcult,Cult of the Goat Review,Black Metal,3.0
Marginal,Total Destruction Review,Crust Punk,3.0
Pale Horseman,The Fourth Seal Review,Sludge Metal,3.0
Hyperion (IT),Dangerous Days Review,Heavy Metal,3.0
The 3rd Attempt,Egocidal Path Review,Black Metal,3.0
Degial,Predator Reign Review,Death Metal,3.0
Nupraptor,The Heresiarch Review,Doom Metal,3.0
Morbid Angel,Kingdoms Disdained Review,Death Metal,3.0
Sorxe,Matter & Void Review,"Doom Metal, Post-Metal, Sludge Metal",3.0
Death Toll 80k,Step Down Review,Death Metal,3.0
No Return,The Curse Within Review,"Melodic Death Metal, Thrash Metal",3.0
Jupiterian,Terraforming Review,"Black Metal, Doom Metal, Sludge",3.0
V,Pathogenisis Review,"Doom Metal, Hardcore, Post-Metal",3.0
Professor Emeritus,Take Me to the Gallows Review,"Doom Metal, Heavy Metal",3.0
Moonspell,1755 Review,Gothic Metal,3.0
Pink Mass,Necrosexual Review,"Grind, Hardcore, Punk",3.0
Annihilator,For the Demented Review,"Heavy Metal, Thrash Metal",3.0
Bloodhunter,The End of Faith Review,Melodic Death Metal,3.0
Vaultwraith,Death Is Proof of Satan’s Power Review,"Black Metal, Heavy Metal",3.0
War Possession,Doomed to Chaos Review,Death Metal,3.0
Affliktor,Affliktor Review,,3.0
Cursed Moon,Rite of Darkness Review,post-punk,3.0
All Pigs Must Die,Hostage Animal Review,Hardcore,3.0
Cannibal Corpse,Red Before Black Review,Death Metal,3.0
Procession,Doom Decimation Review,Doom Metal,3.0
Evertale,The Great Brotherwar Review,Power Metal,3.0
Communic,Where Echoes Gather Review,Heavy Metal,3.0
Serenity,Lionheart Review,Power Metal,3.0
Wormwood,Mooncurse Review,"Doom Metal, Post-Metal, Sludge",3.0
Throane,Plus une main à mordre Review,Black Metal,3.0
Xanthochroid,Of Erthe and Axen: Act II Review,"Melodic Black Metal, Progressive Metal, Symphonic Metal",3.0
Altarage,Endinghent Review,"Blackened Death Metal, Death Metal",3.0
Power Quest,Sixth Dimension Review,Power Metal,3.0
Masters of Disguise,Alpha/Omega Review,"Heavy Metal, Speed Metal, Thrash Metal",3.0
Enslaved,E Review,"Black Metal, Progressive Rock",3.0
Sarke,Viige Urh Review,Black Metal,3.0
Battle Dagorath,II – Frozen Light of Eternal Darkness Review,Atmospheric Black Metal,3.0
Siberian Meat Grinder,Metal Bear Stomp Review,,3.0
Nocturnal Rites,Phoenix Review,"Heavy Metal, Power Metal",3.0
Dreadnought,A Wake in Sacred Waves Review,"Black Metal, Doom Metal, Progressive Rock",3.0
Monolord,Rust Review,"Doom Metal, Occult Rock, Stoner Metal",3.0
Antiversum,Cosmos Comedenti Review,"Black Metal, Death Metal",3.0
King Parrot,Ugly Produce Review,Thrash Metal,3.0
Diablo Blvd,Zero Hour Review,"Hard Rock, Non-metal Metal Things",3.0
Urarv,Aurum Review,Black Metal,3.0
Satyricon,Deep Calleth upon Deep Review,Black Metal,3.0
Mascharat,Mascharat Review,Black Metal,3.0
Stass,The Darkside Review,Melodic Death Metal,3.0
Magma Waves,…And Who Will Take Care of You Now Review,Instrumental Metal,3.0
Cannabis Corpse,Left Hand Pass Review,Death Metal,3.0
Usnea,Portals into Futility Review,"Doom Metal, Sludge",3.0
Argus,From Fields of Fire Review,"Doom Metal, Epic Metal, Heavy Metal",3.0
Botanist,Collective: The Shape of He to Come Review,Black Metal,3.0
Vinsta- Vinsta Wiads Review,,"Folk Metal, Melodic Death Metal",3.0
Anubis Gate,Covered in Black Review,Progressive Metal,3.0
The Quill,Born From Fire Review,"Hard Rock, Heavy Metal, Stoner Metal",3.0
Epica,The Solace System EP Review,Symphonic Metal,3.0
Paradise Lost,Medusa Review,Doom Metal,3.0
Morbid Evils,Deceases Review,Drone,3.0
Dead Lord,In Ignorance We Trust Review,Hard Rock,3.0
Portrait,Burn the World Review,Heavy Metal,3.0
Vulture,The Guillotine Review,"Speed Metal, Thrash Metal",3.0
Crafteon,Cosmic Reawakening Review,Melodic Black Metal,3.0
Xanthochroid,Of Erthe and Axen: Act I Review,"Folk, Melodic Black Metal, Progressive Metal, Symphonic Metal",3.0
Eagleheart,Reverse Review,Power Metal,3.0
Eluveitie,Evocation II – Pantheon Review,,3.0
The Hirsch Effekt,Eskapist Review,"Industrial Metal, Metalcore, Pop Metal, Progressive Metal",3.0
Cold Black,Circles Review,Metalcore,3.0
Poison Blood,Poison Blood Review,"Black Metal, Punk",3.0
Moral Void,Deprive Review,"Hardcore, Powerviolence",3.0
The Lurking Fear,Out of the Voiceless Grave Review,Death Metal,3.0
Nostoc,Ævum Review,"Groove Metal, Progressive Metal",3.0
Hinder,The Reign Review,Hard Rock,3.0
Accept,The Rise of Chaos Review,Heavy Metal,3.0
Venomous Maximus,No Warning Review,"Heavy Metal, NWOBHM, Occult Rock",3.0
Deny The Urge,As Darkness Falls Review,Death Metal,3.0
The Midnight Ghost Train,Cypress Ave. Review,Hard Rock,3.0
Nexul,Paradigm of Chaos Review,"Black Metal, Blackened Death Metal, Death Metal",3.0
Urn,The Burning Review,"Black Metal, Thrash Metal",3.0
Absolva,Defiance Review,Heavy Metal,3.0
Afterbirth,The Time Traveler’s Dilemma,"Death Metal, Slam",3.0
GlerAkur,The Mountains Are Beautiful Now Review,,3.0
Soul Remnants,Ouroboros Review,"Death Metal, Melodic Death Metal",3.0
Odium,As The World Turns Black Review,"Heavy Metal, Thrash Metal",3.0
Ereb Altor,Ulfven Review,"Black Metal, Epic Metal, Viking Metal",3.0
Ewigkeit,Cosmic Man Review,"Heavy Metal, Progressive Metal",3.0
Totengott,Doppelgänger Review,"Black Metal, Doom Metal, Thrash Metal",3.0
Heresiarch,Death Ordinance Review,"Black Metal, Death Metal",3.0
Limbonic Art,Spectre Abysm Review,Black Metal,3.0
Sator Malus,Dark Matters Review,"Atmospheric Black Metal, Black Metal",3.0
Weapönizer,Lawless Age Review,"Black Metal, Thrash Metal",3.0
Madrost,The Essence of Time Matches No Flesh Review,"Progressive Death, Progressive Metal, Thrash Metal",3.0
Cortez,The Depths Below Review,"Doom Metal, Rock, Sludge Metal, Stoner Metal",3.0
BardSpec,Hydrogen Review,"Ambient, Not Metal",3.0
Akatharta,Spiritus Immundus Review,"Death Metal, Doom Metal",3.0
Desultory,Through Aching Aeons Review,Death Metal,3.0
Municipal Waste,Slime and Punishment Review,Thrash Metal,3.0
Chaos,All Against All Review,Thrash Metal,3.0
Dead Head,Swine Plague Review,Thrash Metal,3.0
Final Coil,Persistence of Memory Review,Post-Metal,3.0
Tombs,The Grand Annihilation Review,,3.0
Carach Angren,Dance and Laugh Amongst the Rotten Review,Black Metal,3.0
Mirrored in Secrecy,Solitution Review,"Black Metal, Gothic Metal, Progressive Metal",3.0
Mean Streak,Blind Faith Review,Heavy Metal,3.0
Völur,Ancestors Review,Doom Metal,3.0
Wind Rose,Stonehymn Review,"Folk Metal, Power Metal",3.0
Comity,"A Long, Eternal Fall Review",Sludge,3.0
Karkaos,Children of the Void Review,"Melodic Death Metal, Power Metal",3.0
Lost Dreams,Exhale Review,Melodic Death Metal,3.0
Nad Sylvan,The Bride Said No Review,Progressive Rock,3.0
Harvestman,Music for Megaliths Review,,3.0
Dødsengel,Interequinox Review,Black Metal,3.0
Assault,The Fallen Reich Review,"Death Metal, Thrash Metal",3.0
Kaledon,Carnagus – Emperor of Darkness Review,Power Metal,3.0
Amentia,Scourge Review,"Death Metal, Technical Death Metal",3.0
Eruption,Cloaks of Oblivion Review,Thrash Metal,3.0
Slægt,Domus Mysterium Review,"Black Metal, Death Metal",3.0
Hate,Tremendum Review,"Black Metal, Death Metal",3.0
The Unity,The Unity Review,"Melodic Metal, Power Metal",3.0
Alchimia,Musa Review,"Doom Metal, Gothic Metal",3.0
Vandroya,Beyond the Human Mind Review,Power Metal,3.0
Firespawn,The Reprobate Review,Death Metal,3.0
Foreseen,Grave Danger Review,"Speed Metal, Thrash Metal",3.0
Noumena,Myrrys Review,"Death Metal, Melodic Death Metal",3.0
Pale King,Monolith of the Malign Review,Death Metal,3.0
Pyramaze,Contingent Review,Progressive Metal,3.0
Artificial Brain,Infrared Horizon Review,"Blackened Death Metal, Death Metal, Technical Death Metal",3.0
All Hell,The Grave Alchemist Review,"Black Metal, Thrash Metal",3.0
Lacerta,Lacerta Review,"Death Metal, Technical Death Metal",3.0
Troubled Horse,Revolution on Repeat Review,"Hard Rock, Heavy Metal",3.0
Longhouse,II: Vanishing Review,"Doom Metal, Post-Metal, Sludge Metal",3.0
Anewrage,Life-Related Symptoms Review,Alternative Metal,3.0
Horte,Horte Review,Rock,3.0
Azarath,In Extremis Review,Blackened Death Metal,3.0
Harlott,Extinction Review,Thrash Metal,3.0
The Crawling,Anatomy of Loss Review,"Death Metal, Doom Metal",3.0
Cut Up,Wherever They May Rot Review,,3.0
Vescera,Beyond the Fight Review,Heavy Metal,3.0
Mountain God,Bread Solstice Review,"Post-Metal, Sludge Metal",3.0
Memoriam,For the Fallen Review,Death Metal,3.0
Warbringer,Woe to the Vanquished Review,Thrash Metal,3.0
Saturn,Beyond Spectra Review,"Hard Rock, Heavy Metal",3.0
Vangough,Warpaint Review,Progressive Metal,3.0
Locust Leaves,A Subtler Kind of Light Review,Progressive Metal,3.0
Brother Firetribe,Sunbound Review,Heavy Metal,3.0
Without Waves,Lunar Review,"Progressive Metal, Progressive Rock",3.0
Lunar Shadow,Far From Light Review,"Epic Metal, Heavy Metal",3.0
Evocation,The Shadow Archetype Review,Melodic Death Metal,3.0
Behind the Sun,Post Solis Review,"Djent, Progressive Metal",3.0
The Furor,Cavalries of the Occult Review,"Black Metal, Thrash Metal",3.0
Atlas Pain,What the Oak Left Review,"Folk Metal, Power Metal, Symphonic Metal",3.0
Rozamov,This Mortal Road Review,"Doom Metal, Post-Metal, Sludge",3.0
Zombie Motors Wrecking Yard,Supersonic Rock’n Roll Review,,3.0
Solitary,The Diseased Heart of Society Review,Thrash Metal,3.0
Striker,Striker Review,"Hard Rock, Heavy Metal",3.0
Hark,Machinations Review,"Progressive Metal, Sludge",3.0
Desecrate the Faith,Unholy Infestation Review,Death Metal,3.0
Bear Mace,Butchering the Colossus Review,Death Metal,3.0
Cold Fell,Irwell Review,Black Metal,3.0
Manetheren,The End Review,Black Metal,3.0
Screamer,Hell Machine Review,"Hard Rock, Heavy Metal",3.0
Bloodbound,War of Dragons Review,"Heavy Metal, Power Metal",3.0
The Mute Gods,Tardigrades Will Inherit the Earth Review,,3.0
Power Trip,Nightmare Logic Review,Thrash Metal,3.0
Henry Kane,Den Förstörda Människans Rike Review,Death Metal,3.0
Battle Beast,Bringer of Pain Review,"Heavy Metal, Power Metal",3.0
Crystal Viper,Queen of the Witches Review,"Heavy Metal, Power Metal",3.0
Nidingr,The High Heat Licks Against Heaven Review,Black Metal,3.0
Hadal Maw,Olm Review,"Groove Metal, Technical Death Metal",3.0
Overkill,The Grinding Wheel Review,"Heavy Metal, Thrash Metal",3.0
KforKill,The World is Broken Review,Death Metal,3.0
Tomb Mold,Primordial Malignity Review,Death Metal,3.0
